Code,Market Code,Name,Date,Type,Qty,Price,Instrument Currency,Cost Base Per Share (aud),Brokerage,Brokerage Currency,Exch. Rate,Value,Unnamed_13
CMTL,NASDAQ,Comtech Telecommunications Corp.,2005-04-05,Split,0.9,,USD,,,AUD,,,
RCAT,NASDAQ,Red Cat Holdings Inc,2005-05-24,Buy,7559.4,0.01,USD,,0.0,AUD,0.755949153563468,100.0,
BIDU,NASDAQ,Baidu Inc - ADR,2005-09-15,Buy,0.9442,81.32,USD,,0.0,AUD,0.7678,100.0,
ITRN,NASDAQ,Ituran Location And Control Ltd.,2005-09-27,Buy,5.748,13.15,USD,,0.0,AUD,0.7558,100.01,
PTC,NASDAQ,PTC Inc,2006-02-28,Consolidation,-48.0,,USD,,,AUD,,,
GEOY,NASDAQ,GeoEye Inc,2006-04-03,Buy,4.968,15.12,USD,,0.0,AUD,0.751182633274328,100.0,
EXPO,NASDAQ,Exponent Inc.,2006-06-12,Split,4.0,,USD,,,AUD,,,
ORBC,NASDAQ,Orbcomm Inc,2006-11-06,Buy,10.288,7.49,USD,,0.0,AUD,0.7706,100.0,
GSAT,NASDAQ,Globalstar Inc.,2006-11-09,Buy,6.2167,12.38,USD,,0.0,AUD,0.7696,100.0,
WLDN,NASDAQ,Willdan Group Inc,2006-11-21,Buy,7.287,10.56,USD,,0.0,AUD,0.76952118415533,100.0,
TRMB,NASDAQ,Trimble Inc,2007-02-23,Split,7.0,,USD,,,AUD,,,
NATI,NASDAQ,National Instruments Corp.,2008-07-01,Buy,3.3886,28.37,USD,,0.0,AUD,0.961318647791067,100.0,
AVAV,NASDAQ,AeroVironment Inc.,2008-07-01,Buy,3.4383,27.84,USD,,0.0,AUD,0.957192300686137,100.0,
BIDU,NASDAQ,Baidu Inc - ADR,2010-05-12,Split,8.0,,USD,,,AUD,,,
TNAV,NASDAQ,Telenav Inc,2010-05-13,Buy,11.21,8.0,USD,,0.0,AUD,0.8968,100.0,
NATI,NASDAQ,National Instruments Corp.,2011-02-23,Split,1.0,,USD,,,AUD,,,
NBIS,NASDAQ,Nebius Group N.V. - Ordinary Shares - Class A,2011-05-24,Buy,3.0047,35.0,USD,,0.0,AUD,1.0516,100.0,
TER,NASDAQ,"Teradyne, Inc.",2011-06-30,Buy,7.206,14.52,USD,,0.0,AUD,1.046294937637564,100.0,
CTSH,NASDAQ,Cognizant Technology Solutions Corp. - Ordinary Shares - Class A,2011-07-26,Buy,1.4599,74.32,USD,,0.0,AUD,1.085005878226701,100.0,
TRIP,NASDAQ,TripAdvisor Inc.,2011-12-07,Buy,4.204,24.46,USD,,0.0,AUD,1.028304773561811,100.0,
MVIS,NASDAQ,Microvision Inc.,2012-02-21,Consolidation,-1.0,,USD,,,AUD,,,
RAVN,NASDAQ,"Raven Industries, Inc.",2012-07-26,Split,460.0,,USD,,,AUD,,,
AMZN,NASDAQ,Amazon.com Inc.,2012-08-15,Buy,0.4527,233.19,USD,,0.0,AUD,1.0556,100.0,
AAPL,NASDAQ,Apple Inc,2012-09-19,Buy,0.14972,701.91,USD,,0.0,AUD,1.0509,100.0,
GEOY,NASDAQ,GeoEye Inc,2013-01-31,Sell,-4.968,35.83,USD,,0.0,USD,1.041935980301631,-170.84,
TRMB,NASDAQ,Trimble Inc,2013-03-21,Split,14.0,,USD,,,AUD,,,
NWS,NASDAQ,News Corp - Ordinary Shares - Class B,2013-06-19,Buy,3.031,31.71,USD,,0.0,AUD,0.961155952724128,100.0,
SWKS,NASDAQ,"Skyworks Solutions, Inc.",2013-09-17,Buy,3.6856,25.31,USD,,0.0,AUD,0.932795776002238,100.0,
SAIC,NASDAQ,Science Applications International Corp.,2013-09-30,Buy,2.643,35.25,USD,,0.0,AUD,0.9317,100.0,
CSCO,NASDAQ,"Cisco Systems, Inc.",2013-10-25,Buy,4.2988,22.3745,USD,,0.0,AUD,0.9618,100.0,
CTSH,NASDAQ,Cognizant Technology Solutions Corp. - Ordinary Shares - Class A,2014-03-10,Split,1.0,,USD,,,,,,
GOOGL,NASDAQ,Alphabet Inc - Ordinary Shares - Class A,2014-03-27,Split,0.71,,USD,,,AUD,,,
XTIA,NASDAQ,XTI Aerospace Inc.,2014-04-09,Buy,11.157,6.0,USD,,0.0,AUD,0.66939975,100.0,
AAPL,NASDAQ,Apple Inc,2014-06-09,Split,0.8982,,USD,,,AUD,,,
PEGA,NASDAQ,Pegasystems Inc.,2014-06-10,Buy,4.374,21.38,USD,,0.0,AUD,0.9352,100.0,
AVGO,NASDAQ,Broadcom Inc,2014-06-30,Buy,1.328,70.94,USD,,0.0,AUD,0.942056919970315,100.0,
ZBRA,NASDAQ,Zebra Technologies Corp. - Ordinary Shares - Class A,2014-06-30,Buy,1.1629,81.01,USD,,0.0,AUD,0.942056919970314,100.0,
RCAT,NASDAQ,Red Cat Holdings Inc,2014-07-23,Consolidation,-7509.0,,USD,,,AUD,,,
MOMO,NASDAQ,Hello Group Inc - ADR,2014-12-01,Buy,5.951,14.25,USD,,0.0,AUD,0.848,100.0,
VRSK,NASDAQ,Verisk Analytics Inc,2014-12-08,Buy,1.3184,63.26,USD,,0.0,AUD,0.834,100.0,
YHOO,NASDAQ,Yahoo Inc,2015-06-04,Sell,-16.115,42.88,USD,,0.0,USD,0.7775,-888.76,
EXPO,NASDAQ,Exponent Inc.,2015-06-05,Split,8.0,,USD,,,AUD,,,
FCS,NASDAQ,Fairchild Semiconductor International Inc,2015-06-17,Buy,4.1054,18.89,USD,,0.0,AUD,0.775473524125536,100.0,
NVDA,NASDAQ,NVIDIA Corp,2015-06-30,Buy,3.8146,20.12,USD,,0.0,AUD,0.76752098400284,100.0,
ICFI,NASDAQ,"ICF International, Inc",2015-07-01,Buy,2.1755,35.35,USD,,0.0,AUD,0.769003436426117,100.0,
TSLA,NASDAQ,Tesla Inc,2015-10-01,Buy,0.29177,239.88,USD,,0.0,AUD,0.6999,100.0,
NXPI,NASDAQ,NXP Semiconductors NV,2016-01-06,Buy,0.2273,82.39,USD,,0.0,AUD,0.719197518643173,26.04,
META,NASDAQ,Meta Platforms Inc - Ordinary Shares - Class A,2016-02-16,Buy,0.69927,102.01,USD,,0.0,AUD,0.7133,100.0,
EVBG,NASDAQ,Everbridge Inc,2016-09-16,Buy,6.0716,12.3,USD,,0.0,AUD,0.746771401943816,100.0,
ON,NASDAQ,ON Semiconductor Corp.,2016-09-19,Buy,7.24,11.31,USD,,0.0,AUD,0.75037749675615,109.12,
FCS,NASDAQ,Fairchild Semiconductor International Inc,2016-09-19,Sell,-4.1054,20.0,USD,,0.0,USD,0.752912036417191,-109.05,
RCAT,NASDAQ,Red Cat Holdings Inc,2016-11-22,Consolidation,-45.0,,USD,,,AUD,,,
INTC,NASDAQ,Intel Corp.,2017-01-01,Buy,0.2987,36.27,USD,,0.0,AUD,0.7222,15.0,
CODA,NASDAQ,Coda Octopus Group Inc.,2017-01-11,Consolidation,-0.00273405,,USD,,,AUD,,,
ALPP,NASDAQ,Alpine 4 Holdings Inc - Ordinary Shares - Class A,2017-01-13,Buy,1.23,60.0,USD,,0.0,AUD,0.737518432694333,100.07,
MORN,NASDAQ,Morningstar Inc,2017-06-30,Buy,0.9687,78.36,USD,,0.0,AUD,0.759041772320833,100.0,
MDB,NASDAQ,MongoDB Inc - Ordinary Shares - Class A,2017-10-19,Buy,2.3764,33.0,USD,,0.0,AUD,0.7842,100.0,
EXPO,NASDAQ,Exponent Inc.,2018-06-08,Split,16.0,,USD,,,AUD,,,
JG,NASDAQ,Aurora Mobile Ltd - ADR,2018-07-25,Buy,8.288,9.0,USD,,0.0,AUD,0.7459,100.0,
LKCO,NASDAQ,Luokung Technology Corp,2018-09-13,Buy,8.984,8.0,USD,,0.0,AUD,0.7187,100.0,
VLDR,NASDAQ,Velodyne Lidar Inc,2018-10-26,Buy,7.4139,9.55,USD,,0.0,AUD,0.708,100.0,
LYFT,NASDAQ,Lyft Inc - Ordinary Shares Cls A,2019-03-29,Buy,0.9837,72.0,USD,,0.0,AUD,0.708255,100.0,
RCAT,NASDAQ,Red Cat Holdings Inc,2019-08-01,Consolidation,-5.0,,USD,,,AUD,,,
MAPS,NASDAQ,WM Technology Inc - Ordinary Shares - Class A,2019-10-01,Buy,6.8818,9.81,USD,,0.0,AUD,0.67507768,100.0,
EH,NASDAQ,EHang Holdings Ltd - ADR,2019-12-12,Buy,5.474,12.55,USD,,0.0,AUD,0.68702408,99.99,
NVEE,NASDAQ,NV5 Global Inc,2019-12-20,Buy,1.405,49.12,USD,,0.0,AUD,0.69012953,100.0,
XTIA,NASDAQ,XTI Aerospace Inc.,2020-01-07,Consolidation,-10.0,,USD,,,AUD,,,
GNSS,NASDAQ,LRAD Corp,2020-01-13,Sell,-123.44,3.38,USD,,0.0,USD,0.689860039351542,-604.8,
GNSS,NASDAQ,Genasys Inc,2020-01-14,Buy,123.44,3.38,USD,,0.0,AUD,0.689860039351542,604.8,
AEVA,NASDAQ,Aeva Technologies Inc,2020-02-27,Buy,6.819,9.6,USD,,0.0,AUD,0.65464391,100.0,
INVZ,NASDAQ,Innoviz Technologies Ltd,2020-06-29,Buy,7.0037,9.8,USD,,0.0,AUD,0.68633259,100.0,
TSLA,NASDAQ,Tesla Inc,2020-08-30,Split,1.12704,,USD,,,AUD,,,
AAPL,NASDAQ,Apple Inc,2020-08-31,Split,2.6946,,USD,,,AUD,,,
BSY,NASDAQ,Bentley Systems Inc - Ordinary Shares - Class B,2020-09-01,Buy,2.6344,28.0,USD,,0.0,AUD,0.73759911,100.0,
PLTR,NASDAQ,Palantir Technologies Inc - Ordinary Shares - Class A,2020-09-30,Buy,7.542,9.5,USD,,0.0,AUD,0.71649,100.0,
OUST,NASDAQ,Ouster Inc - Ordinary Shares - Class A,2020-10-09,Buy,7.465,9.7,USD,,0.0,AUD,0.72412995,100.0,
OTMO,NASDAQ,Otonomo Technologies Ltd,2020-10-20,Buy,0.4874,144.68,USD,,0.0,AUD,0.70520015,100.0,
ANSS,NASDAQ,Ansys Inc. - Registered Shares,2020-10-26,Buy,0.22925,321.0,USD,,0.0,AUD,0.73592137,100.0,
GRAB,NASDAQ,Grab Holdings Limited - Ordinary Shares - Class A,2020-12-01,Buy,6.1897,11.89,USD,,0.0,AUD,0.735921366530844,100.0,
LAZR,NASDAQ,Luminar Technologies Inc - Ordinary Shares - Class A,2020-12-02,Buy,4.119,18.0,USD,,0.0,AUD,0.74140024,100.0,
LIDR,NASDAQ,AEye Inc - Ordinary Shares - Class A,2021-01-11,Buy,7.019,11.0,USD,,0.0,AUD,0.77209787,100.0,
MTTR,NASDAQ,Matterport Inc - Ordinary Shares - Class A,2021-02-02,Buy,7.142,10.69,USD,,0.0,AUD,0.76349054,100.0,
CXAI,NASDAQ,CXApp Inc - Ordinary Shares - Class A,2021-02-04,Buy,7.4029,10.31,USD,,0.0,AUD,0.76320489,100.0,
TNAV,NASDAQ,Telenav Inc,2021-02-17,Sell,-11.21,4.79,USD,,0.0,USD,0.77560017,-69.23,
EMBK,NASDAQ,Embark Technology Inc - Ordinary Shares - Class A,2021-03-05,Buy,0.38374,201.0,USD,,0.0,AUD,0.7713361,100.0,
CPTN,NASDAQ,Cepton Inc,2021-03-25,Buy,7.95,9.55,USD,,0.0,AUD,0.75925015,100.0,
SATL,NASDAQ,Satellogic Inc - Ordinary Shares - Class A,2021-03-26,Buy,7.669,9.9,USD,,0.0,AUD,0.75925015,100.0,
ORBC,NASDAQ,Orbcomm Inc,2021-04-08,Sell,-10.288,11.5,USD,,0.0,USD,0.76580007,-154.49,
TSP,NASDAQ,TuSimple Holdings Inc - Ordinary Shares - Class A,2021-04-15,Buy,1.9195,40.25,USD,,0.0,AUD,0.77259619,100.0,
AUR,NASDAQ,Aurora Innovation Inc - Ordinary Shares - Class A,2021-05-10,Buy,7.86,10.0,USD,,0.0,AUD,0.7860001,100.0,
VORB,NASDAQ,Virgin Orbit Holdings Inc,2021-05-19,Buy,8.034,9.7,USD,,0.0,AUD,0.77930721,100.0,
BWMN,NASDAQ,Bowman Consulting Group Ltd,2021-05-21,Buy,5.5515,14.0,USD,,0.0,AUD,0.777212443097528,100.0,
IRDM,NASDAQ,Iridium Communications Inc,2021-05-24,Buy,2.09,36.98,USD,,0.0,AUD,0.77288719,100.0,
INDI,NASDAQ,Indie Semiconductor Inc - Ordinary Shares - Class A,2021-06-11,Buy,7.131,10.87,USD,,0.0,AUD,0.775121064411679,100.0,
RAVN,NASDAQ,"Raven Industries, Inc.",2021-06-21,Sell,-920.506,57.65,USD,,0.0,USD,0.753655876290486,-70413.0,
VRAR,NASDAQ,Glimpse Group Inc (The),2021-07-01,Buy,6.381,11.75,USD,,0.0,AUD,0.749799987983468,100.0,
NVDA,NASDAQ,NVIDIA Corp,2021-07-20,Split,11.4,,USD,,,AUD,,,
BASE,NASDAQ,Couchbase Inc,2021-07-22,Buy,2.484,29.6,USD,,0.0,AUD,0.735268514130353,100.0,
CG,NASDAQ,Carlyle Group Inc (The),2021-09-07,Buy,1.4852,50.09,USD,,0.0,AUD,0.74390149,100.0,
NN,NASDAQ,NextNav Inc,2021-10-29,Buy,6.937,10.86,USD,,0.0,AUD,0.75332681,100.0,
SIDU,NASDAQ,Sidus Space Inc - Ordinary Shares - Class A,2021-12-14,Buy,2.641,27.0,USD,,0.0,AUD,0.71305656,100.0,
SKYX,NASDAQ,SKYX Platforms Corp,2022-02-10,Buy,5.1266,14.0,USD,,0.0,AUD,0.71773536818929,100.0,
NBIS,NASDAQ,Nebius Group N.V. - Ordinary Shares - Class A,2022-03-08,Sell,-3.0047,18.94,USD,,0.0,USD,0.72673624,-78.31,
WBD,NASDAQ,Warner Bros. Discovery Inc - Ordinary Shares - Class A,2022-04-08,Buy,8.9374,23.12,USD,,0.0,AUD,0.747929975117013,276.27,
AMZN,NASDAQ,Amazon.com Inc.,2022-06-06,Split,8.0,,USD,,,AUD,,,
GOOGL,NASDAQ,Alphabet Inc - Ordinary Shares - Class A,2022-07-18,Split,19.0,,USD,,,AUD,,,
EMBK,NASDAQ,Embark Technology Inc - Ordinary Shares - Class A,2022-08-17,Consolidation,0.0,,USD,,,AUD,,,
TSLA,NASDAQ,Tesla Inc,2022-08-25,Split,2.25408,,USD,,,AUD,,,
WLDS,NASDAQ,Wearable Devices Ltd,2022-09-13,Buy,14.665,4.7,USD,,0.0,AUD,0.689281487938603,100.0,
XTIA,NASDAQ,XTI Aerospace Inc.,2022-10-07,Consolidation,-1.0,,USD,,,AUD,,,
MBLY,NASDAQ,Mobileye Global Inc - Ordinary Shares - Class A,2022-10-26,Buy,2.2417,28.97,USD,,0.0,AUD,0.64939174,100.0,
ECX,NASDAQ,ECARX Holdings Inc - Ordinary Shares - Class A,2022-12-09,Buy,6.764,10.02,USD,,0.0,AUD,0.677725285822229,100.0,
SMTC,NASDAQ,Semtech Corp.,2023-01-13,Buy,10.389,30.71,USD,,0.0,AUD,0.696585875885604,458.01,
SWIR,NASDAQ,Sierra Wireless Inc,2023-01-13,Sell,-10.319,30.99,USD,,0.0,USD,0.698200764342034,-458.01,
PRGS,NASDAQ,Progress Software Corp.,2023-02-06,Buy,1.2295,56.02,USD,,0.0,AUD,0.688764716570584,100.0,
HSAI,NASDAQ,Hesai Group - ADR,2023-02-09,Buy,2.917,23.75,USD,,0.0,AUD,0.69281077,100.0,
OUST,NASDAQ,Ouster Inc - Ordinary Shares - Class A,2023-02-10,Bonus,6.0,,USD,,,AUD,,,
LUNR,NASDAQ,Intuitive Machines Inc - Ordinary Shares - Class A,2023-02-14,Buy,6.687,10.42,USD,,0.0,AUD,0.69675735,100.0,
VLDR,NASDAQ,Velodyne Lidar Inc,2023-02-14,Sell,-7.4139,0.0,USD,,0.0,USD,0.69858397,0.0,
NIR,NASDAQ,Near Intelligence Inc,2023-03-23,Buy,3.845,17.38,USD,,0.0,AUD,0.66829276,100.0,
VORB,NASDAQ,Virgin Orbit Holdings Inc,2023-04-16,Sell,-8.034,0.0769,USD,,0.0,USD,0.67078973,-0.92,
OUST,NASDAQ,Ouster Inc - Ordinary Shares - Class A,2023-04-21,Consolidation,-12.0,,USD,,,AUD,,,
VSAT,NASDAQ,"Viasat, Inc.",2023-05-09,Buy,1.848,36.6,USD,,0.0,AUD,0.6763549,100.0,
ALPP,NASDAQ,Alpine 4 Holdings Inc - Ordinary Shares - Class A,2023-05-15,Consolidation,-1.0,,USD,,,AUD,,,
EMBK,NASDAQ,Embark Technology Inc - Ordinary Shares - Class A,2023-05-25,Sell,-0.3837,2.94,USD,,0.0,USD,0.6497988,-1.74,
OTMO,NASDAQ,Otonomo Technologies Ltd,2023-08-04,Consolidation,-0.46,,USD,,,AUD,,,
OTMO,NASDAQ,Otonomo Technologies Ltd,2023-08-07,Sell,-0.0274,3.7317,USD,,0.0,USD,0.657397145777783,-0.16,
PXDT,NASDAQ,Pixie Dust Technologies Inc - ADR,2023-08-23,Buy,8.129,7.97,USD,,0.0,AUD,0.647899151143865,100.0,
CPTN,NASDAQ,Cepton Inc,2023-09-22,Consolidation,-7.0,,USD,,,AUD,,,
ULY,NASDAQ,Urgent.ly Inc,2023-10-19,Buy,5.276,12.0,USD,,0.0,AUD,0.633123985731598,100.0,
NATI,NASDAQ,National Instruments Corp.,2023-10-23,Sell,-4.3886,59.98,USD,,0.0,USD,0.633631013714836,-415.43,
JG,NASDAQ,Aurora Mobile Ltd - ADR,2023-12-11,Consolidation,-7.8166,,USD,,,AUD,,,
SIDU,NASDAQ,Sidus Space Inc - Ordinary Shares - Class A,2023-12-20,Consolidation,-2.61459,,USD,,,AUD,,,
LIDR,NASDAQ,AEye Inc - Ordinary Shares - Class A,2023-12-27,Consolidation,-6.8,,USD,,,AUD,,,
NIR,NASDAQ,Near Intelligence Inc,2024-01-01,Sell,-3.845,0.00395,USD,,0.0,USD,0.680752375459903,-0.02,
TSP,NASDAQ,TuSimple Holdings Inc - Ordinary Shares - Class A,2024-02-20,Sell,-1.9195,0.25,USD,,0.0,USD,0.655245275333541,-0.73,
VIAV,NASDAQ,Viavi Solutions Inc,2024-03-05,Buy,1.37,9.73,USD,,0.0,AUD,0.65062495,20.49,
XTIA,NASDAQ,XTI Aerospace Inc.,2024-03-12,Sell,-0.157,0.0532,USD,,0.0,USD,0.660735198890896,-0.01,
AEVA,NASDAQ,Aeva Technologies Inc,2024-03-19,Consolidation,-5.0,,USD,,,AUD,,,
NVDA,NASDAQ,NVIDIA Corp,2024-06-10,Split,136.0,,USD,,,AUD,,,
EVBG,NASDAQ,Everbridge Inc,2024-07-08,Sell,-6.0716,35.0,USD,,0.0,USD,0.674258024835843,-315.17,
NBIS,NASDAQ,Nebius Group N.V. - Ordinary Shares - Class A,2024-07-10,Buy,11.915,18.94,USD,,0.0,USD,0.675044702037316,334.3,
AVGO,NASDAQ,Broadcom Inc,2024-07-15,Split,11.0,,USD,,,AUD,,,
TTEK,NASDAQ,"Tetra Tech, Inc.",2024-09-09,Split,160.0,,USD,,,AUD,,,
WLDS,NASDAQ,Wearable Devices Ltd,2024-10-10,Consolidation,-13.0,,USD,,,AUD,,,
NVEE,NASDAQ,NV5 Global Inc,2024-10-11,Split,4.0,,USD,,,AUD,,,
CPTN,NASDAQ,Cepton Inc,2025-01-07,Sell,-0.95,3.25,USD,,0.0,USD,0.623354530723762,-4.95,
GSAT,NASDAQ,Globalstar Inc.,2025-02-11,Consolidation,-5.0,,USD,,,,,,
CSGP,NASDAQ,"Costar Group, Inc.",2025-03-10,Buy,0.4859,79.39,USD,,0.0,AUD,0.630184076420554,61.21,
MTTR,NASDAQ,Matterport Inc - Ordinary Shares - Class A,2025-03-10,Sell,-7.142,5.38,USD,,0.0,USD,0.627700076305561,-61.21,
WLDS,NASDAQ,Wearable Devices Ltd,2025-03-17,Consolidation,-1.0,,USD,,,,,,
ULY,NASDAQ,Urgent.ly Inc,2025-03-18,Consolidation,-4.0,,USD,,,,,,
LKCO,NASDAQ,Luokung Technology Corp,2025-04-12,Sell,-8.984,0.18,USD,,0.0,USD,0.647139302915133,-2.5,
PEGA,NASDAQ,Pegasystems Inc.,2025-06-23,Split,4.0,,USD,,,,,,
SNPS,NASDAQ,"Synopsys, Inc.",2025-07-17,Buy,0.15083,571.2,USD,,0.0,AUD,0.65240423409425,132.06,
ANSS,NASDAQ,Ansys Inc. - Registered Shares,2025-07-17,Sell,-0.22925,374.3,USD,,0.0,USD,0.649779649430579,-132.06,
FARO,NASDAQ,Faro Technologies Inc.,2025-07-21,Sell,-3.7984,43.99,USD,,0.0,USD,0.652780165436867,-255.97,
NVEE,NASDAQ,NV5 Global Inc,2025-08-04,Sell,-5.405,22.56,USD,,0.0,USD,0.647383740751629,-188.35,
NTAR,NEO,NexTech AR Solutions Corp,2018-11-12,Buy,307.6,0.31,CAD,,0.0,AUD,0.9536,100.0,
VERS,NEO,VERSES AI Inc - Ordinary Shares - Class A (Sub Voting),2023-06-28,Buy,113.09,0.78,CAD,,0.0,AUD,0.882059996206246,100.0,
VERS,NEO,VERSES AI Inc - Ordinary Shares - Class A (Sub Voting),2025-03-27,Consolidation,-100.0,,CAD,,,,,,
TATACOMM,NSE,Tata Communications Ltd.,1994-11-07,Buy,12.953,207.0,INR,,0.0,AUD,26.81242672919109,100.0,
ROLTA,NSE,Rolta India Ltd.,1999-01-01,Buy,40.02,67.0,INR,,0.0,AUD,26.81242672919109,100.0,
CYBERTECH,NSE,Cybertech Systems & Software Ltd.,1999-01-27,Buy,14.896,180.0,INR,,0.0,AUD,26.81242672919109,100.0,
CYBERTECH,NSE,Cybertech Systems & Software Ltd.,2000-02-25,Split,18.62,,INR,,,AUD,,,
GENESYS,NSE,Genesys International Corp. Ltd.,2003-10-29,Buy,94.625,33.7,INR,,0.0,AUD,31.887122,100.0,
ALPHAGEO,NSE,Alphageo (India) Ltd.,2003-10-29,Buy,138.64,23.0,INR,,0.0,AUD,31.887122033489938,100.0,
INFY,NSE,Infosys Ltd,2004-01-01,Buy,38.903,87.45,INR,,0.0,AUD,34.02019521485538,100.0,
TCS,NSE,Tata Consultancy Services Ltd.,2005-08-25,Buy,22.142,149.85,INR,,0.0,AUD,33.18108776266996,100.0,
TECHM,NSE,Tech Mahindra Ltd.,2006-08-28,Buy,27.064,130.25,INR,,0.0,AUD,35.250195,100.0,
ROLTA,NSE,Rolta India Ltd.,2008-01-24,Split,40.02,,INR,,,AUD,,,
WIPRO,NSE,Wipro Ltd.,2009-06-30,Buy,45.45,85.05,INR,,0.0,AUD,38.654649499284695,100.0,
GENESYS,NSE,Genesys International Corp. Ltd.,2010-06-23,Split,94.625,,INR,,,AUD,,,
CYIENT,NSE,Cyient Ltd.,2014-05-22,Buy,18.77,289.0,INR,,0.0,AUD,54.246238,100.0,
TECHM,NSE,Tech Mahindra Ltd.,2015-03-19,Split,27.0,,INR,,,AUD,,,
LT,NSE,Larsen & Toubro Ltd.,2015-06-30,Buy,2.7444,1782.8,INR,,0.0,AUD,48.92571939969701,100.0,
HCLTECH,NSE,HCL Technologies Ltd.,2018-07-18,Buy,5.1086,991.89,INR,,0.0,AUD,50.66948617374212,100.0,
HCLTECH,NSE,HCL Technologies Ltd.,2019-12-05,Split,5.0,,INR,,,AUD,,,
HAPPSTMNDS,NSE,Happiest Minds Technologies Ltd.,2020-09-17,Buy,15.383,350.0,INR,,0.0,AUD,53.83785000083339,100.0,
MAPMYINDIA,NSE,C.E. Info Systems Ltd.,2021-12-21,Buy,3.4566,1565.0,INR,,0.0,AUD,54.0983183,100.0,
IDEAFORGE,NSE,Ideaforge Technology Ltd.,2023-07-10,Buy,4.7394,1162.4,INR,,0.0,AUD,55.08995085504696,100.0,
WIPRO,NSE,Wipro Ltd.,2024-12-03,Split,45.0,,INR,,,AUD,,,
IBM,NYSE,International Business Machines Corp.,1966-05-18,Split,0.0698,,USD,,,AUD,,,
NOC,NYSE,Northrop Grumman Corp.,1968-01-02,Buy,3.3933,18.19,USD,,0.0,AUD,0.617225130890052,100.0,
LHX,NYSE,L3Harris Technologies Inc,1968-01-02,Buy,2.2235,27.76,USD,,0.0,AUD,0.617225130890052,100.0,
IBM,NYSE,International Business Machines Corp.,1968-05-24,Split,0.2094,,USD,,,AUD,,,
NYT,NYSE,New York Times Co. - Ordinary Shares - Class A,1969-01-14,Buy,1.2989,47.52,USD,,0.0,AUD,0.617225130890052,100.0,
IBM,NYSE,International Business Machines Corp.,1973-05-29,Split,0.1047,,USD,,,AUD,,,
GE,NYSE,GE Aerospace,1975-01-01,Buy,1.8489,33.384,USD,,0.0,AUD,0.617225130890052,100.0,
MMM,NYSE,3M Co.,1975-06-30,Buy,0.937,65.875,USD,,0.0,AUD,0.617225130890052,100.0,
OII,NYSE,"Oceaneering International, Inc.",1975-11-03,Buy,5.1957,11.88,USD,,0.0,AUD,0.617225130890052,100.0,
NOC,NYSE,Northrop Grumman Corp.,1975-12-22,Split,1.5,,USD,,,AUD,,,
LHX,NYSE,L3Harris Technologies Inc,1976-12-23,Split,4.0,,USD,,,AUD,,,
NOC,NYSE,Northrop Grumman Corp.,1977-06-20,Split,4.0,,USD,,,AUD,,,
LHX,NYSE,L3Harris Technologies Inc,1978-09-25,Split,8.0,,USD,,,AUD,,,
IBM,NYSE,International Business Machines Corp.,1979-05-31,Split,2.094,,USD,,,AUD,,,
GE,NYSE,GE Aerospace,1983-06-02,Split,2.0,,USD,,,AUD,,,
NYT,NYSE,New York Times Co. - Ordinary Shares - Class A,1983-12-22,Split,3.0,,USD,,,AUD,,,
NOC,NYSE,Northrop Grumman Corp.,1984-09-11,Split,16.0,,USD,,,AUD,,,
MCD,NYSE,McDonald`s Corp,1985-01-02,Buy,1.1948,51.66,USD,,0.0,AUD,0.617225130890052,100.0,
MSI,NYSE,Motorola Solutions Inc,1985-06-30,Buy,1.7826,34.625,USD,,0.0,AUD,0.617225130890052,100.0,
ORCL,NYSE,Oracle Corp.,1986-03-12,Buy,4.115,15.0,USD,,0.0,AUD,0.617225130890052,100.0,
MCD,NYSE,McDonald`s Corp,1986-06-26,Split,1.0,,USD,,,AUD,,,
NYT,NYSE,New York Times Co. - Ordinary Shares - Class A,1986-10-06,Split,8.0,,USD,,,AUD,,,
ORCL,NYSE,Oracle Corp.,1987-03-25,Split,4.0,,USD,,,AUD,,,
GE,NYSE,GE Aerospace,1987-05-26,Split,4.0,,USD,,,AUD,,,
MMM,NYSE,3M Co.,1987-06-16,Split,0.937,,USD,,,AUD,,,
MCD,NYSE,McDonald`s Corp,1987-06-23,Split,1.5,,USD,,,AUD,,,
ORCL,NYSE,Oracle Corp.,1987-12-21,Split,8.0,,USD,,,AUD,,,
MCD,NYSE,McDonald`s Corp,1989-06-19,Split,4.5,,USD,,,AUD,,,
SPGI,NYSE,S&P Global Inc,1992-01-01,Buy,1.0776,57.28,USD,,0.0,AUD,0.617225130890052,100.0,
BA,NYSE,Boeing Co.,1992-06-30,Buy,1.5477,39.88,USD,,0.0,AUD,0.617225130890052,100.0,
MSI,NYSE,Motorola Solutions Inc,1993-01-19,Split,1.7826,,USD,,,AUD,,,
LMT,NYSE,Lockheed Martin Corp.,1993-06-30,Buy,0.935,66.015,USD,,0.0,AUD,0.617225130890052,100.0,
ORCL,NYSE,Oracle Corp.,1993-11-09,Split,16.0,,USD,,,AUD,,,
MMM,NYSE,3M Co.,1994-04-11,Split,1.874,,USD,,,AUD,,,
MSI,NYSE,Motorola Solutions Inc,1994-04-19,Split,3.5652,,USD,,,AUD,,,
GE,NYSE,GE Aerospace,1994-05-16,Split,8.0,,USD,,,AUD,,,
MCD,NYSE,McDonald`s Corp,1994-06-27,Split,9.0,,USD,,,AUD,,,
MCD,NYSE,McDonald`s Corp,1994-06-30,Sell,-17.1948,28.88,USD,,0.0,USD,0.617225130890052,-804.55,
